fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
9.24,0.575,0.26,1.35,0.23,15.2,46.6,0.99852,3.31,0.71,8.4,5
12.1,0.714,0.56,2.89,0.045,28.2,97.2,0.99602,3.22,0.68,9.6,5
10.44,0.633,0.29,4.31,0.117,21.7,53.4,0.99799,3.19,0.59,9.0,5
5.97,0.418,0.36,0.9,0.122,8.2,45.9,0.99694,3.3,0.72,10.3,7
9.83,0.555,0.27,2.69,0.124,18.5,75.5,0.99587,3.29,0.65,11.2,6
7.33,0.329,0.26,2.46,0.094,14.5,46.8,0.99499,3.46,0.65,11.8,6
8.0,0.665,0.13,0.9,0.136,5.0,13.6,0.99757,3.33,0.81,10.3,6
5.6,0.479,0.43,1.45,0.142,17.9,54.4,0.9958,3.41,0.34,11.3,7
5.84,0.394,0.56,3.49,0.13,5.3,23.3,0.99624,3.34,0.73,9.8,6
6.34,0.374,0.72,11.17,0.095,12.2,25.9,0.99765,3.46,0.9,10.0,6
11.35,0.79,0.18,1.61,0.076,17.4,38.7,0.99766,3.47,0.56,10.6,5
8.13,0.526,0.34,2.51,0.103,12.5,22.4,0.99868,3.27,0.58,9.7,6
7.58,0.49,0.36,5.4,0.088,12.2,40.2,0.99661,3.35,0.65,10.3,6
10.17,0.669,0.15,1.12,0.135,10.5,24.3,0.99651,3.5,0.76,10.6,6
7.43,0.882,0.38,3.15,0.342,5.1,16.5,0.99666,3.34,0.55,9.8,5
8.62,0.868,0.27,1.97,0.167,11.0,37.2,0.99556,3.28,0.68,10.8,6
9.27,0.611,0.2,2.21,0.117,10.3,42.7,0.99546,3.1,0.57,11.0,6
5.2,0.571,0.04,0.9,0.132,3.2,16.0,0.99737,3.5,0.58,9.1,5
9.13,0.472,0.49,2.63,0.102,16.4,52.2,0.99657,3.37,0.48,10.9,6
7.73,0.335,0.03,2.65,0.097,21.7,58.4,0.99786,3.18,0.48,8.7,5
10.09,0.879,0.27,1.67,0.062,25.0,75.9,0.9965,3.56,0.84,10.5,6
8.21,0.737,0.05,1.97,0.08,3.4,11.1,0.99675,3.29,0.85,10.5,6
6.79,0.437,0.6,2.38,0.083,20.1,64.4,0.99791,3.42,0.39,9.5,5
7.19,0.671,0.53,2.66,0.189,14.2,22.7,0.99784,3.32,0.85,10.5,6
5.9,0.503,0.16,1.87,0.166,7.6,30.8,0.99643,3.3,0.72,11.0,7
9.35,0.723,0.47,4.65,0.165,9.7,34.7,0.99874,3.26,0.57,8.4,4
5.14,0.366,0.42,2.12,0.242,19.4,57.8,0.99817,3.26,0.59,10.1,7
8.93,0.339,0.33,1.5,0.083,33.8,99.6,0.99809,3.12,0.74,9.5,6
9.84,0.64,0.3,1.24,0.179,18.6,47.1,0.9967,3.35,0.54,10.8,6
9.15,0.662,0.1,3.29,0.131,12.6,28.3,0.99731,3.33,0.61,10.9,6
8.79,0.833,0.3,1.16,0.211,6.9,17.1,1.00039,3.22,0.56,8.4,4
11.16,0.61,0.32,1.05,0.251,7.2,22.4,0.99548,3.26,0.56,10.9,7
9.12,0.466,0.56,1.99,0.097,8.3,20.5,0.99752,3.17,0.6,10.0,6
5.98,0.587,0.38,2.04,0.069,21.6,67.4,0.99601,3.24,0.71,10.3,5
7.76,0.534,0.31,0.9,0.078,19.9,61.3,0.99946,3.23,0.78,9.1,5
7.93,0.379,0.27,2.06,0.156,12.4,40.8,0.99578,3.47,0.58,11.2,7
6.19,0.662,0.38,3.9,0.057,20.2,55.2,1.00008,3.37,0.87,8.7,5
4.98,0.396,0.51,2.3,0.094,28.8,68.4,0.99839,3.49,0.55,10.0,6
8.16,0.974,0.22,2.79,0.127,20.8,66.0,0.99722,3.2,0.55,9.8,5
10.81,0.748,0.43,1.17,0.279,20.5,50.6,0.99675,,0.82,11.0,7
8.48,0.31,0.43,4.72,0.082,22.0,67.5,0.99649,3.41,0.33,10.5,6
9.41,0.601,0.27,1.95,0.166,16.9,66.9,0.9983,3.22,0.75,9.2,6
7.51,0.425,0.69,5.22,0.149,25.1,61.9,0.99868,3.32,0.69,9.3,7
9.9,0.457,0.44,1.47,0.097,25.4,46.2,0.99782,3.35,0.6,10.1,6
11.53,0.637,0.39,3.07,0.228,27.9,71.5,0.99897,3.21,0.61,8.5,5
9.06,0.758,0.11,2.27,0.108,22.1,63.4,0.99979,3.31,0.41,8.4,5
8.52,0.442,0.34,3.91,0.123,7.8,10.0,0.99793,3.13,0.41,8.9,6
9.67,0.679,0.23,1.19,0.061,13.6,51.2,0.99767,3.14,0.73,9.3,5
10.14,0.671,0.24,1.51,0.074,5.4,12.7,0.99787,3.32,0.68,9.3,6
8.98,0.685,0.46,2.41,0.078,17.5,44.8,0.99696,3.44,0.69,10.5,4
8.84,0.962,0.15,2.6,0.094,10.8,26.8,0.99784,3.27,0.48,9.2,6
8.83,0.365,0.12,2.92,0.118,21.4,64.1,0.99617,3.15,0.76,11.3,6
5.93,0.67,0.5,2.75,0.141,10.4,22.5,0.99615,3.53,0.56,11.4,6
8.88,0.835,0.47,0.9,0.13,14.7,47.3,0.9974,3.31,0.65,8.8,5
10.05,0.336,0.33,1.74,0.058,4.5,8.5,0.99704,3.17,0.74,10.2,6
6.1,0.773,0.0,1.91,0.154,24.5,86.0,1.00024,3.17,0.64,8.5,5
10.82,0.781,0.34,3.08,0.077,14.1,49.5,0.99772,3.48,0.59,9.6,6
8.04,0.426,0.0,0.9,0.06,24.5,68.5,0.99782,3.27,0.48,8.7,5
7.06,0.329,0.19,1.98,0.077,6.5,14.9,0.99853,3.32,0.74,8.4,5
9.27,0.464,0.27,1.06,0.118,10.9,47.3,0.99652,3.14,0.81,10.6,7
5.45,0.627,0.27,2.1,0.155,9.1,31.9,0.99811,3.36,0.63,9.3,5
6.81,0.391,0.15,3.36,0.269,19.1,59.2,0.99685,3.19,0.98,8.8,7
7.88,0.855,0.57,2.23,0.089,16.2,54.9,0.99655,3.34,0.78,11.0,7
7.27,0.668,0.27,2.84,0.09,36.0,94.0,0.99695,3.2,0.54,10.3,5
6.01,0.427,0.0,1.93,0.105,14.3,44.7,0.99818,3.38,0.52,8.8,5
9.24,0.775,0.09,3.2,0.067,36.4,78.6,0.99777,3.32,0.61,8.7,5
7.72,0.821,0.32,0.9,0.072,13.5,39.5,0.99945,3.38,0.57,8.6,5
7.84,0.375,0.38,2.15,0.127,15.7,59.9,0.99721,3.18,0.85,9.7,7
9.02,0.727,0.23,6.23,0.087,18.4,47.9,0.99865,3.34,0.43,9.1,5
5.23,0.49,0.07,1.41,0.05,18.3,59.6,0.9961,3.38,0.52,10.4,6
7.17,0.658,0.25,1.22,0.058,14.7,32.5,0.99805,3.34,0.82,8.4,5
8.25,0.457,0.45,4.88,0.095,36.1,97.7,0.99663,3.44,0.76,10.6,7
8.07,0.684,0.2,1.29,0.071,3.4,8.4,0.99771,3.21,0.84,9.2,5
10.04,0.79,0.0,2.19,0.073,26.6,86.5,0.99764,3.14,0.64,9.1,5
7.58,0.457,0.21,0.9,0.078,18.9,42.5,0.99649,3.33,0.58,11.6,6
8.58,0.563,0.0,1.61,0.143,8.1,31.3,0.99704,3.33,0.63,10.4,5
11.9,0.325,0.38,2.55,0.07,12.6,40.1,0.99517,3.26,0.77,11.8,7
10.22,0.785,0.04,2.0,0.11,20.2,68.5,0.99896,3.24,0.64,9.3,5
8.41,0.504,0.31,1.75,0.12,12.1,37.3,0.99732,3.41,1.01,9.1,7
8.49,0.573,0.35,0.9,0.177,10.5,30.7,0.99514,3.24,0.89,10.3,7
8.43,0.857,0.33,3.45,0.102,15.7,31.6,0.99765,3.21,0.48,9.7,5
6.29,0.614,0.24,1.27,0.069,18.9,57.6,0.99696,3.37,0.59,10.0,5
9.88,0.605,0.33,1.06,0.209,18.8,52.6,0.99846,3.18,0.48,8.4,5
9.34,0.573,0.05,3.39,0.066,20.3,42.2,0.99774,3.29,0.5,9.8,5
10.09,0.722,0.44,4.33,0.178,12.1,26.9,0.99711,3.15,0.66,10.7,6
6.22,0.359,0.22,1.69,0.17,7.5,15.5,0.99682,3.37,0.49,9.9,5
7.51,0.51,0.36,0.9,0.133,11.3,23.0,0.99737,3.26,0.66,9.9,6
8.61,0.603,0.34,1.06,0.065,25.1,75.6,0.99663,3.56,0.59,9.0,5
11.88,0.732,0.0,1.77,0.095,2.7,8.7,0.99739,3.15,0.66,8.6,5
6.65,0.508,0.45,6.84,0.069,7.7,16.0,0.99676,3.32,0.78,9.1,6
8.94,0.55,0.22,3.9,0.146,7.5,35.7,0.99929,3.24,0.83,9.0,5
9.03,0.598,0.44,3.21,0.113,18.1,54.3,0.9975,3.27,0.64,9.4,5
8.97,0.684,0.56,3.31,0.069,10.0,12.9,0.99773,3.32,0.7,10.5,5
10.15,0.434,0.25,0.9,0.169,6.2,8.7,0.99646,3.39,0.67,10.9,5
5.76,0.496,0.27,1.61,0.099,16.9,25.8,0.99878,3.34,0.63,9.3,5
9.17,0.598,0.11,0.9,0.117,5.9,18.0,0.9961,3.41,0.77,9.9,5
6.84,0.523,0.2,1.88,0.224,8.2,16.3,0.9965,3.25,0.52,10.8,5
8.91,0.616,0.53,0.9,0.12,2.6,9.0,0.9967,3.37,0.57,9.8,6
7.67,0.567,0.42,1.69,0.549,24.0,68.2,0.99559,3.28,0.67,10.9,6
4.6,0.728,0.09,4.07,0.167,15.0,36.1,0.99557,3.44,0.75,10.6,6
8.81,0.798,0.29,1.04,0.033,12.1,50.1,0.99757,3.21,0.59,9.5,5
8.74,0.475,0.14,1.4,0.073,5.6,21.2,0.9991,3.26,0.69,8.6,4
8.42,0.419,0.25,2.76,0.25,24.4,72.9,0.9991,3.22,0.81,9.3,6
8.82,0.569,0.88,1.18,0.102,10.0,12.9,0.99702,3.17,0.51,9.8,5
8.33,0.464,0.15,2.42,0.204,17.6,57.6,0.99664,3.44,0.7,10.3,5
9.36,0.298,0.04,3.01,0.121,15.8,53.3,0.99528,3.44,0.64,11.6,7
10.2,0.42,0.36,3.63,0.068,29.5,95.7,0.99643,3.3,0.49,10.7,6
9.73,0.515,0.35,4.24,0.241,6.6,28.7,0.99809,3.4,0.89,9.5,6
4.6,0.815,0.13,0.9,0.07,14.2,43.2,0.9971,3.53,0.87,10.9,5
7.43,0.687,0.37,3.07,0.057,27.7,94.3,0.99718,3.4,0.55,9.7,6
10.15,0.523,0.05,3.22,0.113,12.2,34.9,0.99672,3.21,0.46,9.7,5
7.72,0.591,0.13,1.97,0.161,19.9,44.9,0.99669,3.2,0.75,10.6,5
8.63,0.853,0.0,1.24,0.096,8.9,27.4,1.00009,3.11,0.52,8.6,5
5.55,0.567,0.46,2.16,0.253,12.9,33.9,0.99638,3.26,0.61,10.5,5
6.49,0.71,0.42,2.4,0.155,23.5,93.6,0.9979,3.3,0.77,9.5,5
9.52,0.777,0.1,0.9,0.15,6.6,15.9,0.99758,3.34,0.63,11.1,6
7.26,0.537,0.0,2.58,0.119,9.0,16.4,0.998,3.28,0.86,10.7,6
4.68,0.597,0.2,1.32,0.166,4.4,13.8,0.99718,3.28,0.61,9.9,5
7.26,0.854,0.51,2.02,0.24,11.2,26.2,0.99703,3.23,0.66,9.7,5
5.41,0.54,0.34,1.51,0.069,13.9,35.0,0.99619,3.36,0.88,9.6,6
5.58,0.55,0.41,2.76,0.22,1.9,6.0,0.99522,3.22,0.63,11.5,7
7.47,0.502,0.27,1.52,0.04,29.7,116.4,0.99723,3.22,0.67,10.5,6
8.29,0.309,0.0,1.4,0.102,7.1,10.8,0.99608,3.44,0.59,10.2,6
9.9,0.613,0.26,1.39,0.134,16.0,47.2,0.99727,3.51,0.37,9.3,5
4.6,0.675,0.21,1.01,0.213,11.1,41.7,0.99546,3.29,0.53,11.0,5
7.67,0.702,0.2,2.26,0.16,7.6,32.1,0.99746,3.16,0.65,10.0,6
9.32,0.531,0.37,4.77,0.414,23.2,70.1,0.99962,3.4,0.49,8.4,5
9.7,0.386,0.67,2.01,0.04,2.9,6.5,0.99628,3.18,0.64,10.0,5
9.73,0.903,0.01,1.2,0.101,13.4,26.2,0.9971,3.25,0.75,10.1,5
6.23,0.597,0.16,2.12,0.14,19.2,48.1,0.99828,3.25,0.6,8.7,5
10.42,0.568,0.31,2.15,0.09,15.5,49.7,0.99753,3.35,0.89,10.4,8
8.99,0.46,0.54,1.7,0.104,12.4,23.2,0.99898,3.24,0.75,8.8,6
9.09,0.735,0.51,0.9,0.052,14.8,58.9,0.99775,3.43,0.52,8.9,6
11.28,0.625,0.35,1.1,0.098,20.1,48.7,0.99703,3.18,0.57,10.3,5
7.83,0.794,0.27,3.82,0.075,19.1,64.7,0.99805,3.3,0.5,9.8,6
6.86,0.751,0.04,1.5,0.274,23.6,82.9,0.99795,3.5,0.41,9.4,6
6.91,0.618,0.26,3.85,0.097,7.7,28.8,0.99722,3.36,0.65,9.3,6
5.18,0.565,0.13,3.67,0.196,20.3,74.0,0.99516,3.37,0.52,11.2,7
8.79,0.691,0.24,1.2,0.166,16.3,55.4,0.99826,3.17,0.48,9.1,5
8.61,0.506,0.46,1.2,0.134,21.3,68.1,0.99823,3.3,0.7,9.8,5
10.74,0.639,0.1,2.15,0.094,8.0,17.3,0.99987,3.25,0.45,9.1,5
7.72,0.468,0.19,4.55,0.082,18.8,42.2,0.99662,3.49,0.74,10.5,6
8.35,0.613,0.41,4.22,0.163,7.8,38.2,0.99789,3.36,0.75,9.4,6
7.84,0.799,0.25,2.53,0.088,22.8,46.7,0.99796,3.4,0.85,9.7,4
9.74,0.69,0.4,1.54,0.089,14.5,49.5,0.99686,3.38,0.57,9.9,5
10.06,0.576,0.48,3.06,0.143,14.5,47.9,0.99886,3.18,0.75,8.5,6
6.83,0.312,0.19,2.88,0.107,9.9,17.5,0.99899,3.39,0.72,9.6,5
9.81,0.521,0.21,3.9,0.125,7.2,24.1,0.99656,3.34,0.77,11.3,6
9.21,0.434,0.35,1.6,0.144,11.2,25.9,0.99419,3.29,0.78,12.1,7
11.29,0.355,0.34,1.75,0.115,20.3,46.4,0.99619,3.33,0.57,11.1,5
6.95,0.521,0.28,1.8,0.198,28.8,84.7,0.99744,3.14,0.62,9.4,5
9.4,0.67,0.38,1.34,0.03,14.7,57.1,0.99871,3.22,0.67,8.4,6
8.58,0.78,0.47,3.5,0.198,35.5,93.2,0.99621,3.3,0.57,10.2,6
5.95,0.278,0.45,4.19,0.121,16.5,33.0,0.99945,3.15,0.73,8.7,6
7.9,0.75,0.36,1.79,0.091,13.5,41.7,0.99803,3.43,0.89,9.5,6
7.97,0.454,0.38,1.14,0.125,18.8,53.6,0.99706,3.18,0.65,10.7,5
9.25,0.515,0.26,1.81,0.113,16.2,58.4,0.99783,3.12,1.03,11.5,7
8.95,0.589,0.16,2.87,0.111,22.2,77.2,0.9973,3.32,0.67,9.5,5
9.57,0.538,0.24,2.12,0.065,6.1,38.4,0.99782,3.45,0.57,10.2,4
8.93,0.41,0.22,1.07,0.091,9.8,27.2,0.99667,3.26,0.84,9.4,6
7.91,0.577,0.43,2.01,0.106,18.1,49.6,0.99625,3.32,0.6,10.5,5
7.43,0.401,0.33,2.17,0.054,11.4,36.0,0.99825,3.38,0.59,8.4,5
6.87,0.513,0.18,2.98,0.2,24.5,63.7,0.99751,3.4,0.48,9.5,6
9.1,0.52,0.26,1.76,0.101,9.7,38.2,0.998,3.47,0.67,9.5,6
7.82,0.713,0.07,1.55,0.155,12.6,31.5,0.99839,3.3,0.52,9.4,5
7.52,0.587,0.32,2.6,0.188,23.8,61.2,0.99799,3.32,0.69,9.5,5
7.35,0.554,0.22,0.9,0.345,7.0,10.1,0.99682,3.31,0.71,9.2,6
7.55,0.408,0.31,2.1,0.265,20.3,34.9,0.99765,3.29,0.65,9.9,6
6.45,0.624,0.4,3.0,0.1,20.2,62.5,0.99898,3.49,0.68,9.4,7
9.06,0.766,0.28,5.26,0.221,18.0,56.2,0.99701,3.27,0.56,11.7,6
8.39,0.585,0.25,1.12,0.069,13.1,41.0,0.99659,3.5,0.76,9.7,6
6.91,0.338,0.31,4.36,0.195,27.0,70.2,0.99745,3.31,0.76,9.5,5
8.36,0.619,0.0,1.65,0.182,16.0,41.7,0.99627,3.36,0.78,11.6,6
9.71,0.789,0.45,1.94,0.187,8.8,30.9,0.99754,3.37,0.57,10.0,5
8.04,0.527,0.52,3.78,0.236,14.5,48.7,0.99881,3.4,0.49,9.6,5
5.9,0.726,0.36,3.67,0.052,15.0,43.9,0.99687,3.46,0.44,9.9,5
7.67,0.405,0.0,3.06,0.05,11.9,42.2,0.99678,3.33,0.64,10.6,6
7.95,0.374,0.29,1.7,0.084,14.5,32.2,0.99648,3.22,0.64,10.1,6
10.27,0.483,0.25,1.67,0.106,9.8,8.3,0.99763,3.12,0.48,10.5,6
10.48,0.513,0.31,4.23,0.092,28.3,70.1,0.99704,3.26,0.81,10.2,6
9.38,0.558,0.09,1.23,0.109,18.3,47.3,0.99673,3.37,0.74,9.9,6
9.14,0.389,0.26,3.05,0.089,10.2,27.8,0.99602,3.21,1.02,11.1,7
9.63,0.356,0.36,3.59,0.057,11.1,26.8,0.99587,3.19,0.51,10.3,5
9.21,0.768,0.0,2.8,0.097,23.1,55.3,0.99697,3.38,0.63,10.8,7
9.01,0.485,0.46,0.9,0.075,3.5,21.7,0.99943,3.28,0.58,8.4,5
9.68,0.556,0.58,0.99,0.103,21.1,73.6,0.99701,3.31,0.7,8.9,5
11.88,0.727,0.51,5.73,0.155,16.2,50.0,0.99713,3.3,0.68,10.2,6
7.45,0.709,0.35,1.26,0.083,41.4,130.7,0.99714,3.42,0.72,10.7,6
8.33,0.492,0.53,0.9,0.122,26.0,98.0,0.99889,3.44,0.56,9.1,6
5.88,0.618,0.33,2.9,0.152,26.6,90.6,0.99659,3.54,0.55,11.1,7
10.1,0.609,0.08,2.57,0.121,7.1,13.8,0.99666,3.07,0.76,10.2,5
7.4,0.782,0.66,0.9,0.111,15.9,49.5,0.99605,3.39,0.77,11.6,5
7.14,0.571,0.04,2.5,0.116,13.0,26.0,0.99583,3.27,0.69,10.4,5
9.49,0.38,0.14,2.46,0.101,13.4,49.3,0.99843,3.15,0.53,9.2,5
7.51,0.476,0.45,1.39,0.114,7.5,21.6,0.99616,3.41,0.81,10.6,5
7.85,0.492,0.25,3.57,0.219,26.1,100.3,1.00046,3.32,0.76,8.8,6
10.28,0.513,0.21,1.98,0.142,12.3,50.3,0.99761,3.37,0.53,9.4,5
5.58,0.688,0.44,2.63,0.283,19.7,63.5,0.99697,3.32,0.7,9.9,6
10.2,0.86,0.3,6.26,0.161,20.4,57.0,0.99836,3.23,0.54,9.4,5
7.48,0.378,0.47,2.45,0.11,17.6,38.8,0.99967,3.34,0.69,8.4,5
7.94,0.377,0.31,3.68,0.13,11.6,40.0,0.99792,3.21,0.64,10.1,6
7.62,0.635,0.44,1.38,0.129,15.7,41.8,0.99764,3.15,0.66,9.9,5
11.31,0.528,0.36,2.16,0.087,16.0,38.9,0.99782,3.09,0.7,9.5,5
10.96,0.661,0.12,3.04,0.083,26.0,61.7,0.9991,3.29,0.66,8.4,6
9.12,0.532,0.27,1.29,0.19,45.9,90.4,0.9977,3.22,0.6,9.2,5
10.12,0.366,0.25,1.6,0.101,15.8,42.0,0.99714,3.13,0.57,10.3,5
11.4,0.541,0.48,3.77,0.119,6.2,26.3,0.99676,3.21,0.72,10.5,6
9.13,0.489,0.22,5.54,0.074,5.6,10.0,0.99725,3.24,0.77,9.2,6
7.39,0.681,0.13,3.59,0.173,16.1,36.2,0.9986,3.27,0.62,9.1,5
11.77,0.834,0.22,3.0,0.222,16.2,46.5,0.99696,3.26,0.68,10.1,6
8.66,0.741,0.22,1.01,0.179,10.0,37.1,0.99944,3.53,0.86,8.9,5
4.92,0.636,0.29,1.4,0.146,8.6,18.6,0.99815,3.37,0.6,9.1,5
10.94,0.224,0.08,2.04,0.076,28.9,95.9,0.99612,3.46,0.4,9.9,6
8.06,0.416,0.26,4.12,0.236,27.8,52.3,0.9971,3.15,0.55,10.0,5
6.36,0.213,0.19,3.02,0.211,12.1,33.5,0.99592,3.28,0.79,9.9,6
10.7,0.46,0.0,1.45,0.137,17.6,64.1,0.99838,3.32,0.56,8.9,6
8.71,0.247,0.11,1.57,0.104,12.6,36.8,0.99831,3.27,0.6,9.9,6
8.99,0.461,0.43,8.9,0.239,11.9,31.2,0.99817,3.36,0.57,9.1,6
7.11,0.891,0.03,1.16,0.214,19.6,59.4,0.9965,3.33,0.73,10.0,6
8.74,0.249,0.6,1.64,0.18,14.0,41.9,0.99663,3.18,0.74,10.0,6
7.01,0.292,0.29,2.3,0.05,8.1,29.9,0.99867,3.44,0.57,10.0,6
7.65,0.527,0.38,1.1,0.095,10.9,28.1,0.99825,3.37,0.73,9.7,5
8.26,0.598,0.23,0.92,0.135,19.8,46.9,0.9966,3.36,0.7,9.5,5
9.29,0.314,0.38,1.67,0.1,4.8,16.1,0.99647,3.33,0.85,10.5,7
9.45,0.524,0.5,2.59,0.112,15.8,54.8,0.99533,3.32,0.67,12.0,7
6.7,0.64,0.22,0.95,0.158,41.2,121.4,0.99744,3.37,0.72,9.7,7
8.67,0.479,0.06,2.41,0.094,13.2,31.0,0.99642,3.14,0.9,10.1,6
7.88,0.747,0.27,5.76,0.102,4.4,8.6,0.99813,3.24,0.53,9.5,5
6.6,0.471,0.39,2.07,0.168,14.6,48.3,0.99695,3.46,0.56,9.8,6
11.24,0.204,0.0,1.86,0.084,22.6,87.6,0.99811,3.19,0.54,8.4,5
8.92,0.4,0.4,0.93,0.151,35.2,96.9,0.99719,3.25,0.84,9.7,6
7.71,0.365,0.25,2.22,0.172,10.3,37.7,0.99741,3.44,0.5,8.8,5
10.39,0.572,0.57,3.28,0.097,22.9,68.6,0.99495,3.38,0.78,11.4,6
7.35,0.594,0.35,1.28,0.082,16.5,59.2,0.99543,3.28,0.83,11.6,7
8.45,0.48,0.0,1.82,0.075,9.5,9.4,0.99637,3.39,0.54,10.2,6
9.32,0.5,0.34,5.27,0.154,11.4,47.1,0.99771,3.2,0.76,10.6,5
6.13,0.513,0.17,1.25,0.158,68.6,176.8,0.99723,3.36,0.55,10.2,5
9.58,0.681,0.05,1.78,0.081,5.0,21.0,0.99904,3.22,0.5,8.8,5
6.68,0.81,0.23,4.35,0.144,22.7,70.5,0.99708,3.39,0.66,10.4,5
6.5,0.34,0.5,2.74,0.197,4.6,6.0,0.99696,3.43,0.69,10.3,6
7.98,0.644,0.48,1.16,0.079,10.8,17.1,0.99856,3.4,0.63,9.4,5
8.26,0.538,0.41,2.8,0.089,10.4,22.6,0.99813,3.28,0.69,9.0,6
8.75,0.636,0.19,3.98,0.053,22.5,74.2,0.99696,3.32,0.47,10.0,5
9.58,0.462,0.57,2.45,0.127,10.4,24.2,0.99771,3.33,0.46,9.7,5
7.91,0.381,0.2,3.15,0.073,12.8,35.4,0.99696,3.42,0.52,10.0,5
9.02,0.603,0.22,1.42,0.087,7.4,9.9,0.99695,3.35,0.72,10.7,6
9.1,0.521,0.09,2.6,0.12,24.1,85.9,0.99614,3.33,0.68,10.8,7
9.61,0.908,0.11,3.65,0.071,20.6,53.7,0.99743,3.34,0.7,8.9,5
8.64,0.651,0.42,2.87,0.051,7.0,17.6,0.9996,3.3,0.73,8.7,5
11.38,0.582,0.26,1.93,0.191,25.3,83.9,0.99653,3.32,0.57,11.3,6
5.42,0.632,0.36,2.14,0.078,12.3,47.7,0.9958,3.24,0.65,10.3,5
6.64,0.554,0.06,1.22,0.08,8.3,21.1,0.99903,3.51,0.77,8.4,4
10.7,0.544,0.34,2.15,0.175,8.9,13.4,0.99664,3.2,0.63,10.5,7
7.68,0.877,0.1,1.2,0.135,56.8,160.0,0.99693,3.31,0.67,10.4,5
10.32,0.698,0.31,1.53,0.111,34.6,132.8,0.99758,3.22,0.47,10.5,5
7.04,0.419,0.59,2.71,0.082,18.6,54.9,0.99864,3.25,0.59,9.2,6
10.38,0.649,0.25,6.01,0.071,9.7,32.6,0.99657,3.38,0.67,9.6,6
8.0,0.862,0.21,1.37,0.114,24.8,60.5,0.9972,3.3,0.77,9.6,6
5.26,0.498,0.08,1.94,0.134,11.1,28.2,0.99733,3.37,0.57,9.9,6
7.31,0.471,0.36,2.55,0.156,8.9,29.2,0.99824,3.24,0.81,9.3,5
10.58,0.648,0.17,1.67,0.107,13.4,36.5,0.99804,3.31,0.54,10.4,6
10.14,0.619,0.11,2.22,0.21,18.7,51.6,0.99662,3.41,0.66,9.3,5
9.21,0.506,0.22,1.17,0.138,4.4,14.6,0.9976,3.17,0.77,9.2,5
7.69,0.575,0.17,1.85,0.086,9.1,27.5,0.99865,3.21,0.7,8.5,6
12.57,0.667,0.41,1.84,0.118,15.4,44.4,0.99757,3.4,0.6,10.6,5
9.5,0.375,0.07,1.34,0.123,13.5,50.8,0.99685,3.25,0.61,11.7,7
9.16,0.575,0.54,4.16,0.148,7.2,17.4,0.99794,3.28,0.5,9.5,6
8.65,0.736,0.67,3.81,0.074,13.1,37.2,0.99892,3.29,0.74,8.4,6
10.4,0.502,0.36,3.58,0.241,51.7,179.2,0.99765,3.23,0.81,9.9,6
9.87,0.395,0.25,2.33,0.082,5.9,24.6,0.99981,3.37,0.47,8.5,5
8.87,0.571,0.45,4.29,0.269,10.9,39.3,0.99712,3.27,0.67,10.3,5
6.58,0.828,0.12,0.9,0.108,18.1,71.7,0.9965,3.32,0.46,9.9,5
8.1,0.913,0.28,2.63,0.135,26.5,90.8,0.99982,3.17,0.59,8.4,4
9.85,0.753,0.2,2.6,0.082,14.8,53.8,0.99752,3.29,0.67,9.6,6
10.38,0.877,0.42,0.9,0.179,6.3,24.4,0.99497,3.39,0.56,11.2,5
9.67,0.633,0.35,2.28,0.083,23.2,78.9,0.99662,3.29,0.74,10.6,7
7.88,0.568,0.18,1.58,0.08,23.2,93.7,0.99694,3.24,0.62,10.0,5
9.82,0.525,0.18,1.43,0.165,8.4,18.2,0.99642,3.4,0.79,10.5,6
7.01,0.722,0.34,2.29,0.175,25.4,71.4,0.99674,3.41,0.54,10.8,6
6.98,0.735,0.18,2.21,0.385,12.0,41.6,0.99856,3.28,0.67,9.6,5
9.01,0.519,0.42,1.84,0.084,4.7,24.0,0.99951,3.33,0.66,8.4,5
10.56,0.485,0.06,1.8,0.155,9.3,20.2,0.99847,3.56,0.66,9.0,6
9.59,0.706,0.17,1.42,0.109,8.7,33.5,0.99894,3.18,0.57,8.4,5
6.66,0.426,0.19,0.94,0.064,23.1,54.9,0.99818,3.32,0.72,8.4,4
7.88,0.482,0.59,1.5,0.066,6.2,25.5,0.99667,3.35,0.48,11.4,6
8.8,0.443,0.56,0.9,0.123,7.3,35.1,0.99952,3.38,0.59,8.9,6
9.74,0.694,0.17,2.11,0.096,14.8,43.0,0.99831,3.19,0.56,9.3,5
10.33,0.688,0.27,4.98,0.106,26.1,93.3,0.99597,3.29,0.66,11.4,7
10.28,0.12,0.5,0.9,0.043,10.1,37.0,0.99535,3.45,0.59,10.7,7
11.75,0.12,0.2,1.39,0.197,8.1,20.6,0.99573,3.21,0.64,11.8,8
8.41,0.673,0.18,0.9,0.084,25.2,82.1,0.99741,3.32,0.79,10.0,5
8.72,0.561,0.54,3.74,0.135,8.2,13.2,0.99793,3.23,0.56,10.2,5
6.9,0.475,0.23,2.7,0.169,13.4,29.6,0.9966,3.31,0.88,9.9,5
9.25,0.572,0.16,1.12,0.294,23.1,76.1,0.99617,3.28,0.34,10.9,5
9.74,0.49,0.3,1.91,0.184,25.9,65.6,0.99725,3.34,0.69,10.2,6
8.16,0.725,0.38,2.16,0.133,14.1,35.7,0.99591,3.4,0.62,11.7,6
